Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
2018,Shape Of You,Ed Sheeran,59,pop,pop
2018,Perfect,Ed Sheeran,57,pop,pop
2018,Wake Me Up!,Avicii,54,house,dance / electronic
2018,Believer,Imagine Dragons,52,rock,rock
2018,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,52,latin,latin
2018,Meant To Be,Bebe Rexha & Florida Georgia Line,52,alternative,rock
2018,That's What I Like,Bruno Mars,52,funk,r&b / soul
2018,Thunder,Imagine Dragons,52,indie pop,pop
2018,New Rules,Dua Lipa,48,pop,pop
2018,Havana,Camila Cabello Featuring Young Thug,46,pop,pop
2018,Feel It Still,Portugal. The Man,45,poptron,pop
2018,Bohemian Rhapsody,Queen,44,classic rock,rock
2018,Love Lies,Khalid & Normani,44,rnb,r&b / soul
2018,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,42,alessia cara,hip hop / rap
2018,Unforgettable,French Montana Featuring Swae Lee,42,rap,hip hop / rap
2018,I Like Me Better,Lauv,41,pop,pop
2018,Rockstar,Post Malone Featuring 21 Savage,41,hip-hop,hip hop / rap
2018,Attention,Charlie Puth,40,pop,pop
2018,Love.,Kendrick Lamar Featuring Zacari,40,hip-hop,hip hop / rap
2018,Psycho,Post Malone Featuring Ty Dolla $ign,39,hip-hop,hip hop / rap
2018,Sad!,XXXTENTACION,38,hip-hop,hip hop / rap
2018,Never Be The Same,Camila Cabello,37,pop,pop
2018,God's Plan,Drake,36,2018,hip hop / rap
2018,Sorry Not Sorry,Demi Lovato,36,pop,pop
2018,Young Dumb & Broke,Khalid,36,rnb,r&b / soul
2018,Bodak Yellow (Money Moves),Cardi B,35,trap,hip hop / rap
2018,Boo'd Up,Ella Mai,35,rnb,r&b / soul
2018,Delicate,Taylor Swift,35,pop,pop
2018,Better Now,Post Malone,34,rap,hip hop / rap
2018,Mine,Bazzi,34,rnb,r&b / soul
2018,Bad At Love,Halsey,33,pop,pop
2018,Lucid Dreams,Juice WRLD,32,emo rap,hip hop / rap
2018,Ric Flair Drip,Offset & Metro Boomin,31,rap,hip hop / rap
2018,Girls Like You,Maroon 5 Featuring Cardi B,30,pop rock,rock
2018,I Fall Apart,Post Malone,30,rap,hip hop / rap
2018,Mi Gente,J Balvin & Willy William Featuring Beyonce,30,pop,pop
2018,All I Want For Christmas Is You,Mariah Carey,29,pop,pop
2018,Bank Account,21 Savage,29,21 savage,hip hop / rap
2018,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,29,hip-hop,hip hop / rap
2018,Taste,Tyga Featuring Offset,29,hip-hop,hip hop / rap
2018,Youngblood,5 Seconds of Summer,29,pop rock,rock
2018,Let You Down,NF,28,nf,hip hop / rap
2018,Lights Down Low,MAX Featuring Gnash,28,j-pop,pop
2018,Heaven,Kane Brown,27,country,country
2018,I Get The Bag,Gucci Mane Featuring Migos,27,hip-hop,hip hop / rap
2018,No Tears Left To Cry,Ariana Grande,27,pop,pop
2018,Whatever It Takes,Imagine Dragons,27,rock,rock
2018,Back To You,Selena Gomez,26,pop,pop
2018,Rockin' Around The Christmas Tree,Brenda Lee,26,country,country
2018,Roll In Peace,Kodak Black Featuring XXXTENTACION,26,trap,hip hop / rap
2018,Sky Walker,Miguel Featuring Travis Scott,26,rnb,r&b / soul
2018,Look Alive,BlocBoy JB Featuring Drake,25,memphis,hip hop / rap
2018,Nice For What,Drake,25,rap,hip hop / rap
2018,Plain Jane,A$AP Ferg Featuring Nicki Minaj,25,hip-hop,hip hop / rap
2018,The Weekend,SZA,25,alternative rnb,r&b / soul
2018,Gucci Gang,Lil Pump,24,hip-hop,hip hop / rap
2018,How Long,Charlie Puth,24,pop,pop
2018,Jingle Bell Rock,Bobby Helms,24,country,country
2018,Too Good At Goodbyes,Sam Smith,24,pop,pop
2018,Wait,Maroon 5,24,pop,pop
